bugID,page_rank,betweenness,closeness,indegree,outdegree,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment
781143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
807606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
823423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
752368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
821022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
749606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
505742,4.993,0.0,2.426,1,2,65,0,0,0,2.50
802629,1.661,0.0,0.627,0,0,1138,0,0,0,0.00
774622,3.073,0.0,0.627,1,0,33,0,0,0,11.00
786815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
670603,6.94,61033.442,2.426,18,36,1114,0,0,0,0.00
813546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
765680,3.459,266276.32,2.426,16,85,3978,6,108,6,0.16
814950,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
813475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
802827,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
573369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
726028,2.485,11191.997,2.426,11,39,1176,3,57,4,0.08
627116,2.205,25042.036,2.426,2,8,591,9,9,3,0.33
716443,1.661,0.0,0.627,0,0,369,11,3,3,0.50
676023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
818345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
717658,3.073,0.0,0.627,1,0,33,0,0,0,11.00
311161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
819337,5.218,424994.732,2.426,40,79,2762,3,144,4,0.14
575570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
783196,3.073,0.0,0.627,1,0,33,0,0,0,11.00
817510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
789914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
817386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
723499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
820805,1.661,0.0,2.426,0,2,162,1,2,0,0.24
734718,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
814886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
812481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
713588,8.871,0.0,2.426,5,0,84,0,0,0,3.00
779817,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
800347,22.779,974847.731,2.426,117,24,1458,3,83,2,0.14
811216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
752828,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
781571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
787017,3.073,0.0,0.627,1,0,33,0,0,0,11.00
747799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
520650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
821224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
761998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
778459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
811366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
763805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
803791,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
436817,1.661,0.0,0.627,0,0,-1,-1,-1,-1,-1
689357,17.736,2479.857,2.426,52,35,613,2,41,2,0.10
413842,3.073,0.0,0.627,1,0,33,0,0,0,11.00
76936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
678637,1.661,0.0,0.627,0,0,1138,0,0,0,0.00
