bugID,page_rank,betweenness,closeness,indegree,outdegree,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment
640934,3.866,19754.686,3.137,12,33,591,7,14,4,0.35
784672,2.604,0.0,0.786,0,0,505,2,43,2,0.04
505742,79.678,131563.93,3.138,237,15,418,3,14,3,0.44
738935,2.604,0.0,0.786,0,0,33,0,0,0,11.00
623638,2.897,119.884,3.138,5,43,190,1,11,2,0.11
795829,3.296,13726.627,3.137,2,15,18,0,0,0,1.00
795826,34.391,20939.381,3.138,166,9,921,4,25,3,0.23
795821,33.508,2731.243,3.137,38,5,984,1,66,2,0.42
704684,7.185,125.852,3.137,36,10,244,5,10,2,0.08
691847,14.684,494.02,3.137,31,18,1073,1,73,0,0.68
728707,2.604,0.0,0.786,0,0,988,10,16,9,0.24
787584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
704686,4.579,9879.186,3.137,16,46,2944,4,91,4,0.34
595572,2.762,17.22,3.137,1,7,133,2,11,1,0.08
581992,4.971,9083.92,3.137,10,10,136691,6,1574,9,0.85
576734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
467499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
715598,2.604,0.0,0.786,0,0,7186,13,146,10,0.49
467493,10.008,12869.767,3.138,83,42,2467,8,41,7,0.35
759162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
821224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
635519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
705941,45.928,6473.215,3.137,296,11,911,1,18,1,0.69
626841,3.136,12.337,3.137,3,22,105,1,5,1,1.31
592214,2.762,17.22,3.137,1,7,133,2,11,1,0.08
703002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
736761,3.202,560.312,3.137,6,14,300,2,14,3,0.51
707614,2.604,0.0,3.137,0,7,25,1,3,0,0.19
795728,3.296,13726.627,3.137,2,15,18,0,0,0,1.00
587806,2.604,0.0,3.137,0,7,25,1,3,0,0.19
687768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
641724,2.604,0.0,0.786,0,0,72,1,2,0,0.70
704703,2.604,0.0,0.786,0,0,1795,4,76,8,0.21
641224,2.604,0.0,3.136,0,2,91,2,3,0,0.23
799877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
793380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
817386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
633927,5.137,88477.328,3.137,22,40,1450,4,34,3,0.07
676571,16.624,10305.039,3.137,28,22,646,2,37,3,0.14
760403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
760405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
760407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
760406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
609244,8.358,66337.523,3.137,17,31,1588,2,36,4,0.41
102936,2.988,892.624,3.137,5,70,5413,6,182,7,0.25
719113,14.57,4609.706,3.137,19,29,474,2,32,2,0.07
655940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
803022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
787017,2.604,0.0,0.786,0,0,33,0,0,0,11.00
673521,3.021,14.169,3.137,5,11,152,2,9,4,0.71
754807,14.684,494.02,3.137,31,18,1073,1,73,0,0.68
765678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
694831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
689929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
786986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
780596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
767741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
795104,6.335,57.691,3.137,6,9,4243,6,136,5,0.15
644542,40.257,362784.933,3.137,166,32,2102,3,101,5,0.10
391132,3.916,8.563,3.137,11,5,578,2,19,1,0.58
757121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
627716,4.871,54695.881,3.138,17,54,200,0,0,0,0.57
743938,24.989,510012.408,3.138,64,52,1248,4,37,3,0.13
809322,2.604,0.0,0.786,0,0,49,0,0,0,0.21
804768,2.858,63.906,3.137,2,17,32,0,0,0,0.36
663329,2.604,0.0,3.136,0,2,2988,6,60,6,0.45
687991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
408518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
682649,5.47,46819.541,3.137,30,78,913,1,31,1,0.91
749461,2.746,1102.229,3.137,3,25,912,4,49,4,0.11
179524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
134769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
736972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
752172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
757413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
752174,10.84,160184.311,3.138,38,50,2492,3,137,4,0.05
673835,44.945,321670.331,3.137,71,48,509,1,40,1,0.24
774361,2.604,0.0,0.786,0,0,505,2,43,2,0.04
788482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
788480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
619021,7.848,15356.502,3.137,42,44,1590,4,63,5,0.14
521169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
743119,2.604,0.0,3.136,0,2,91,2,3,0,0.23
644796,23.512,370130.674,3.138,10,42,102,1,1,0,0.56
701396,5.533,791.527,3.136,3,6,1877,4,95,5,0.05
156650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
709479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
814736,2.604,0.0,0.786,0,0,49,0,0,0,0.21
756655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
751977,10.84,160184.311,3.138,38,50,2492,3,137,4,0.05
751973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
756652,3.288,4282.131,3.138,5,15,712,1,61,0,0.02
272286,3.314,14462.423,3.138,8,29,612,1,22,2,0.27
571976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
640473,4.137,512353.783,3.138,22,181,533,0,0,0,0.11
775982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
775981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
364007,3.075,13989.391,3.137,8,39,940,4,35,5,0.17
611171,3.047,35066.497,3.137,6,41,1345,7,25,6,0.25
306319,34.391,20939.381,3.138,166,9,921,4,25,3,0.23
689118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
746896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
672123,3.711,0.0,3.137,4,0,101,0,0,0,0.00
725733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
599488,3.365,3.619,3.136,2,9,345,11,5,5,0.27
749687,10.84,160184.311,3.138,38,50,2492,3,137,4,0.05
811389,2.604,0.0,0.786,0,0,49,0,0,0,0.21
613950,3.39,90.732,3.137,11,19,493,4,21,3,0.14
595740,3.228,8766.974,3.137,7,26,561,4,22,4,0.28
738633,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
738638,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
537150,7.763,41596.927,3.138,28,60,7709,12,114,7,0.18
762909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
713511,14.636,397.507,3.137,25,5,153,1,4,0,2.69
734129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
764334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
740308,2.604,0.0,0.786,0,0,505,2,43,2,0.04
544413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
413079,5.47,46819.541,3.137,30,78,913,1,31,1,0.91
785403,3.156,957.802,3.137,6,43,347,1,7,0,0.17
710559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
305995,2.886,470.088,3.137,3,52,197,2,25,3,0.17
616117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
361389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
730461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
721654,10.84,160184.311,3.138,38,50,2492,3,137,4,0.05
673028,2.716,9363.883,3.137,3,58,459,1,33,1,0.76
723894,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
370791,21.598,18523.71,3.137,172,22,404,2,17,2,1.44
726552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
760984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
503237,2.866,2542.679,3.138,3,55,2299,3,105,5,0.20
681122,4.167,241380.362,3.138,13,64,3286,5,100,7,0.17
730066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
303901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
702473,17.905,5709.304,3.137,30,27,603,1,44,2,0.11
354645,5.533,3350.579,3.137,36,51,255,1,6,0,0.45
755677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
759177,2.604,0.0,3.137,0,3,91,2,3,0,0.23
536960,4.971,9083.92,3.137,10,10,136691,6,1574,9,0.85
748499,10.84,160184.311,3.138,38,50,2492,3,137,4,0.05
741309,3.288,4282.131,3.138,5,15,712,1,61,0,0.02
769564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
720816,2.873,1521.16,3.137,2,44,846,5,42,4,0.14
758852,2.604,0.0,0.786,0,0,112,1,21,1,0.24
744772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
761963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
653675,2.604,0.0,0.786,0,0,72,1,2,0,0.70
787155,33.873,33.467,3.137,70,9,1734,19,28,7,0.43
349507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
567232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
745174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117088,5.47,46819.541,3.137,30,78,913,1,31,1,0.91
745778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
327695,4.137,512353.783,3.138,22,181,533,0,0,0,0.11
592199,6.249,2522.258,3.137,12,45,329,1,6,0,1.19
488421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
610601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
377783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
780611,4.009,20602.378,3.137,7,54,799,19,9,5,0.07
754037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
702651,2.604,0.0,0.786,0,0,7186,13,146,10,0.49
754039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
765482,2.604,0.0,0.786,0,0,505,2,43,2,0.04
763184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
345529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
741053,10.332,644341.326,3.137,53,186,156,3,16,3,0.17
348126,3.459,11919.505,3.137,11,86,2134,4,92,8,0.19
702493,5.192,17813.531,3.136,5,10,1453,13,30,5,0.26
745512,3.936,697.263,3.137,8,11,194,1,15,1,1.48
646952,40.257,362784.933,3.137,166,32,2102,3,101,5,0.10
753093,14.097,6997.203,3.137,46,36,327,1,7,1,1.67
753095,2.906,347.207,3.137,4,46,209,0,0,0,0.56
199550,2.886,470.088,3.137,3,52,197,2,25,3,0.17
735943,6.428,931310.58,3.138,35,198,1832,1,49,2,0.83
513224,65.892,243187.284,3.137,351,35,355,1,31,1,0.68
816654,2.777,282.98,3.137,3,43,25,0,0,0,1.00
709712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
564206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
768629,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
768628,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
387460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
752387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
663447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
626052,4.579,9879.186,3.137,16,46,2944,4,91,4,0.34
671284,2.604,0.0,0.786,0,0,33,0,0,0,11.00
613728,44.945,321670.331,3.137,71,48,509,1,40,1,0.24
671281,2.604,0.0,0.786,0,0,33,0,0,0,11.00
106650,3.39,1703.938,3.137,2,12,239,8,4,8,0.11
737949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
808338,3.365,3.619,3.136,2,9,345,11,5,5,0.27
708248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
808115,8.047,415837.687,3.138,42,89,4472,1,434,4,0.26
775193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
752164,3.866,19754.686,3.137,12,33,591,7,14,4,0.35
803536,3.152,4.898,3.137,3,3,45,1,1,0,3.43
313086,6.428,931310.58,3.138,35,198,1832,1,49,2,0.83
800327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
787803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
546565,2.604,0.0,0.786,0,0,77,1,4,0,1.18
739023,2.988,892.624,3.137,5,70,5413,6,182,7,0.25
710160,4.951,15246.308,3.137,29,41,1049,3,55,4,0.15
546764,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
583555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
718145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
775512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
746085,10.84,160184.311,3.138,38,50,2492,3,137,4,0.05
758713,2.771,0.19,3.137,4,4,85,1,1,0,0.88
724235,7.848,15356.502,3.137,42,44,1590,4,63,5,0.14
782501,24.29,704965.642,3.137,198,132,6485,4,320,7,0.12
479353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
694992,2.803,0.0,3.137,1,12,40,0,0,0,0.22
614286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
561277,24.29,704965.642,3.137,198,132,6485,4,320,7,0.12
750942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
607053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
643669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
607057,8.327,3858.143,3.137,7,3,136,0,0,0,0.21
528507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
778445,10.362,80189.913,3.138,89,68,3276,3,165,5,0.15
620280,3.572,22693.967,3.138,11,61,2316,7,73,7,0.16
778442,4.043,11216.382,3.137,9,75,386,2,6,2,0.28
788105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
731813,3.916,8.563,3.137,11,5,578,2,19,1,0.58
584303,4.022,30.217,3.137,4,5,1365,6,18,4,0.46
760357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
77362,7.052,295779.918,3.138,41,154,784,1,26,1,0.29
393770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
734796,3.204,1.0,3.137,2,6,83,2,9,1,0.18
747447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
751830,24.989,510012.408,3.138,64,52,1248,4,37,3,0.13
725619,3.759,0.0,3.137,7,0,1525,0,0,0,0.00
751839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
551705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
536617,4.971,9083.92,3.137,10,10,136691,6,1574,9,0.85
607305,34.391,20939.381,3.138,166,9,921,4,25,3,0.23
524671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
370789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
706140,2.71,552.284,3.137,2,46,1659,3,93,5,0.17
758537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
752287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
783271,3.365,3.619,3.136,2,9,345,11,5,5,0.27
383977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
681135,4.167,241380.362,3.138,13,64,3286,5,100,7,0.17
366956,2.604,0.0,0.786,0,0,72,1,2,0,0.70
398733,3.346,66318.467,3.138,12,97,8193,5,266,7,0.20
687367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
431705,21.598,18523.71,3.137,172,22,404,2,17,2,1.44
707147,5.277,265.165,3.137,2,5,24,0,0,0,0.00
679905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
761004,3.972,3563.277,3.137,5,28,155,1,3,0,0.40
555563,27.866,111308.782,3.137,58,57,4713,3,148,5,0.21
761003,3.972,3563.277,3.137,5,28,155,1,3,0,0.40
614713,6.464,116243.63,3.137,38,92,5083,8,126,7,0.18
389194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
776088,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
776082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
723445,16.624,10305.039,3.137,28,22,646,2,37,3,0.14
641249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
172754,3.086,166.782,3.137,8,31,1875,6,58,4,0.21
726395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
623161,2.604,0.0,0.786,0,0,558,28,161,6,0.07
486269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
657587,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
623185,7.052,295779.918,3.138,41,154,784,1,26,1,0.29
671276,2.604,0.0,0.786,0,0,33,0,0,0,11.00
623188,35.78,22553.378,3.137,65,31,158,2,10,2,0.14
698349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
597535,24.29,704965.642,3.137,198,132,6485,4,320,7,0.12
602797,2.604,0.0,0.786,0,0,1875,6,58,4,0.21
772615,35.227,71811.101,3.137,111,28,859,1,8,1,0.06
587807,4.822,139.491,3.137,7,8,338,2,14,2,1.30
702487,2.708,305.737,3.137,3,62,1122,5,36,5,0.11
702481,2.604,0.0,0.786,0,0,46,0,0,0,1.00
754286,2.604,0.0,0.786,0,0,33,0,0,0,11.00
602157,20.957,594.234,3.137,28,15,511,2,42,4,0.17
579558,4.579,9879.186,3.137,16,46,2944,4,91,4,0.34
745837,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
743593,2.774,0.0,3.137,1,2,761,4,19,3,0.17
478527,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
773964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
724953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
781645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
610709,49.191,16878.794,3.137,58,9,379,2,14,2,0.20
626606,3.047,0.966,3.137,1,2,95,2,3,1,0.49
474080,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
683664,19.89,13811.337,3.137,35,53,6205,6,182,8,0.25
668438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
745343,4.043,11216.382,3.137,9,75,386,2,6,2,0.28
742426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
790180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
608021,6.249,2522.258,3.137,12,45,329,1,6,0,1.19
752379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
769565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
519752,4.404,59161.274,3.138,16,92,352,2,5,1,0.15
596863,8.358,66337.523,3.137,17,31,1588,2,36,4,0.41
758855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
758854,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
587064,44.652,2404163.279,3.138,321,110,1427,1,129,2,0.57
437142,21.598,18523.71,3.137,172,22,404,2,17,2,1.44
591664,15.596,2105814.536,3.137,132,108,4888,5,171,6,0.15
737953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
737952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
808324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
737957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
736421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
682621,2.604,0.0,0.786,0,0,71,0,0,0,0.23
613716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
363272,11.829,881.938,3.137,107,11,86,1,3,0,0.86
345659,6.73,31343.721,3.137,50,64,81,1,5,1,0.94
657962,2.822,20.479,3.137,3,25,492,4,21,7,0.30
735032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
781265,2.604,0.0,0.786,0,0,33,0,0,0,11.00
786815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
691370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
720480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
619045,3.457,59976.174,3.138,10,61,1052,4,50,4,0.19
764399,2.604,0.0,0.786,0,0,33,0,0,0,11.00
640272,6.346,50824.109,3.137,49,70,274,1,8,0,1.28
676023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
751959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
695261,6.155,128206.343,3.137,29,59,358,1,3,0,0.19
636442,2.822,6.142,3.137,2,16,31,0,0,0,0.27
757506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
646302,2.604,0.0,0.786,0,0,500,15,7,6,0.31
756059,3.292,35.18,3.137,2,10,63,1,10,0,0.24
598052,10.294,48554.357,3.137,4,34,695,2,49,3,0.17
795900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
787700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
777907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
778459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
711794,9.62,109846.144,3.137,8,16,96,1,9,0,0.12
