bugID,page_rank,betweenness,closeness,indegree,outdegree,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment
640934,2.939,21708.659,2.817,13,33,662,5,19,4,0.37
505742,6.647,0.0,2.817,1,2,65,0,0,0,2.50
774622,1.904,0.0,0.696,0,0,35,1,1,0,0.86
745818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
623638,2.124,203.546,2.818,5,41,129,1,5,0,0.13
795829,15.216,324674.764,2.817,86,34,1406,1,117,2,1.26
795826,27.402,15596.777,2.818,170,9,602,0,0,0,2.76
795821,26.875,3364.132,2.817,39,5,978,1,67,2,0.42
704684,5.653,116.393,2.817,36,9,248,1,19,1,0.88
787584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
524710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
595572,1.969,0.65,2.817,1,7,133,2,11,1,0.08
581992,17.023,209021.662,2.817,67,8,138243,6,1579,9,0.85
631453,3.45,70895.833,2.817,6,28,853,5,30,7,0.26
616117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
467499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
715598,3.024,35.479,2.817,3,10,116,2,1,1,5.27
759162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
635519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
705941,34.039,387612.546,2.817,305,12,1079,1,16,0,0.86
592214,1.969,0.65,2.817,1,7,133,2,11,1,0.08
205735,2.28,1532.997,2.817,8,52,217,1,12,1,0.28
703002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
795728,15.216,324674.764,2.817,86,34,1406,1,117,2,1.26
587806,1.904,0.0,2.817,0,8,172,5,22,2,0.11
687768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
704703,1.904,0.0,0.696,0,0,1795,4,76,8,0.21
641224,1.904,0.0,0.696,0,0,2830,0,0,0,0.00
799877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
142542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
817386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
633927,3.882,140520.501,2.817,22,40,277,1,10,1,0.33
669787,2.099,1985.932,2.818,3,52,428,1,19,1,0.16
536617,17.023,209021.662,2.817,67,8,138243,6,1579,9,0.85
760407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
760406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
97444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
809784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
719113,11.231,14237.797,2.817,19,28,1352,4,45,3,0.22
655940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
146308,7.604,8848.563,2.817,84,40,533,1,8,1,1.15
802798,1.904,0.0,0.696,0,0,2830,0,0,0,0.00
803022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
787017,1.904,0.0,0.696,0,0,35,1,1,0,0.86
754807,27.991,59531.323,2.817,90,57,254,1,22,2,0.16
762581,13.821,9021.979,2.817,31,49,5862,6,172,8,0.24
765678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
199541,7.837,51006.61,2.817,61,48,262,1,4,1,0.06
689929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
786986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
780596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
767741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
795104,32.675,1792591.004,2.817,58,52,337,1,4,1,0.77
644542,17.571,395425.747,2.817,156,31,931,2,27,3,1.28
391132,14.636,281443.681,2.817,110,43,1780,5,71,4,0.06
743938,1.999,0.0,2.817,1,0,382,8,7,2,0.06
809322,3.522,3702.0,2.817,1,4,114,1,1,0,0.14
804768,2.09,35.35,2.817,2,17,154,2,14,3,0.04
663329,2.117,0.0,2.817,5,1,1091,0,0,0,0.00
698633,1.904,0.0,0.696,0,0,35,1,1,0,0.86
687991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
408518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
