bugID,page_rank,betweenness,closeness,indegree,outdegree,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment
590695,1.911,0.0,0.696,0,0,811,7,18,4,0.07
505742,62.249,269615.389,2.813,237,13,418,3,14,3,0.44
177796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
774622,1.911,0.0,0.696,0,0,33,0,0,0,11.00
623638,2.13,198.714,2.814,5,42,129,1,5,0,0.13
795829,15.467,252822.65,2.813,86,34,331,10,3,5,0.38
673016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
795826,29.106,76813.344,2.814,170,9,602,0,0,0,2.76
612261,2.009,71.399,2.814,2,23,119,1,8,0,0.30
618683,1.911,0.0,0.696,0,0,614,1,5,0,0.36
630877,15.576,392251.335,2.813,191,125,1118,1,76,3,0.73
628152,1.911,0.0,0.696,0,0,33,0,0,0,11.00
704684,5.803,275.115,2.813,36,9,244,5,10,2,0.08
646151,1.911,0.0,0.696,0,0,-1,-1,-1,-1,-1
559138,1.911,0.0,0.696,0,0,-1,-1,-1,-1,-1
540947,2.688,5312.381,2.813,6,34,931,5,38,4,0.20
803022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
519356,1.911,0.0,0.696,0,0,91,3,2,2,0.00
814953,4.09,5461.159,2.813,12,6,8091,7,173,7,0.30
704686,3.574,64407.406,2.813,18,48,612,1,21,2,1.22
519370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
572187,1.911,0.0,2.813,0,7,179,1,9,0,0.58
771347,3.372,27373.718,2.814,9,49,614,1,5,0,0.36
776532,4.975,3636.435,2.813,13,43,830,7,27,5,0.18
595572,1.978,0.2,2.813,1,6,133,2,11,1,0.08
573590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
807038,6.805,11282.982,2.814,23,12,1071,4,45,4,0.16
687347,1.911,0.0,0.696,0,0,66,2,5,4,0.67
581992,19.654,1238484.096,2.813,66,9,138243,6,1579,9,0.85
547647,2.159,4159.425,2.813,3,26,141,4,4,2,0.38
629950,33.151,472328.963,2.814,308,39,1398,1,48,1,1.48
551384,1.911,0.0,0.696,0,0,3876,6,84,6,0.25
171781,5.026,182774.328,2.813,41,90,618,2,15,4,0.82
726043,2.093,584.79,2.813,2,38,1018,6,28,7,0.19
680862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
631453,1.911,0.0,0.696,0,0,127,1,3,1,0.63
616117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
571507,1.911,0.0,0.696,0,0,387,3,21,3,0.07
535948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
467499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
533717,3.464,8649.151,2.813,8,22,433,3,24,3,0.33
695848,2.106,0.0,2.813,4,0,45,0,0,0,0.40
528645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
637593,2.597,172362.52,2.813,16,68,2286,5,89,6,0.13
382356,1.911,0.0,0.696,0,0,1601,3,19,3,0.32
635519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
