bugID,page_rank,betweenness,closeness,indegree,outdegree,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment
640934,3.979,9034.311,3.243,12,30,123,1,5,0,1.11
505742,80.07,143552.801,3.243,236,15,451,3,14,3,0.61
177796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
745818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
623638,2.966,165.833,3.243,5,42,198,2,10,2,0.40
673016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
795826,37.486,15023.817,3.243,163,9,635,0,0,0,3.02
612261,2.799,111.55,3.243,2,23,151,1,8,0,0.79
618683,2.662,0.0,0.813,0,0,3968,3,78,4,0.13
630877,25.015,507882.282,3.243,197,133,1128,1,77,3,0.80
628152,2.662,0.0,0.813,0,0,66,0,0,0,44.00
704684,7.518,102.034,3.243,36,10,276,5,10,2,0.25
646151,2.662,0.0,0.813,0,0,-1,-1,-1,-1,-1
728705,16.261,60.903,3.243,25,13,224,2,11,2,0.37
540947,3.702,4193.905,3.243,6,33,930,5,38,4,0.27
519356,2.662,0.0,0.813,0,0,84,0,0,0,3.00
155382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
704686,4.598,8297.066,3.243,13,42,584,1,20,2,1.39
716336,7.055,334321.676,3.243,40,76,3056,4,129,5,0.16
519370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
572187,2.723,244.813,3.243,1,7,211,1,9,0,1.03
771347,4.65,28424.433,3.244,9,52,3968,3,78,4,0.13
776532,6.982,3231.189,3.243,12,46,899,6,31,5,0.21
595572,2.836,8.063,3.243,1,6,166,2,11,1,0.44
308086,3.843,141.297,3.243,13,25,287,2,16,2,0.66
573590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
807038,8.52,1919.363,3.243,24,12,1103,4,45,4,0.21
687347,2.662,0.0,0.813,0,0,98,2,5,4,1.73
581992,5.22,1983.963,3.243,10,8,134161,6,1568,9,0.85
547647,2.885,48.221,3.243,3,26,175,4,4,2,0.98
777225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
551384,2.662,0.0,0.813,0,0,1929,7,57,4,0.24
171781,6.579,114252.757,3.243,38,91,635,2,15,4,0.88
726043,2.924,560.588,3.243,2,34,992,6,26,7,0.29
680862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
631453,3.175,40436.755,3.243,4,29,127,1,3,1,0.63
616117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
571507,2.662,0.0,0.813,0,0,128,1,4,0,0.72
467499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
533717,4.857,9078.232,3.243,8,22,400,3,21,3,0.48
695848,2.845,0.0,3.243,3,0,78,0,0,0,2.05
528645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
613182,46.85,6572.736,3.243,284,11,105,1,9,2,0.63
637593,4.752,1394485.945,3.243,17,64,2198,5,84,6,0.15
676821,4.65,28424.433,3.244,9,52,3968,3,78,4,0.13
401240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
635519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
153979,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
720480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
626841,181.666,4555722.723,3.243,1073,90,526,7,28,6,0.17
638074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
770451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
481933,2.662,0.0,3.242,0,10,184,5,5,2,0.35
456196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
514592,2.662,0.0,3.243,0,10,65,1,9,0,1.24
550258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
205735,3.162,786.695,3.243,8,51,250,1,12,1,0.54
600042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
605770,7.055,334321.676,3.243,40,76,3056,4,129,5,0.16
736761,3.333,385.714,3.243,6,11,282,3,14,4,0.53
707614,2.662,0.0,3.243,0,10,57,4,3,2,0.50
795728,3.408,16710.069,3.243,2,15,297,10,3,5,0.62
795729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
687768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
817704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
444813,2.662,0.0,0.813,0,0,167,1,2,0,1.69
654877,30.862,7065.074,3.243,38,34,264,1,12,1,0.50
745141,2.662,0.0,0.813,0,0,66,0,0,0,44.00
589195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
704703,2.662,0.0,0.813,0,0,540,1,78,1,0.35
616591,3.161,3300.086,3.243,4,29,129,2,3,1,1.12
578977,2.662,0.0,0.813,0,0,84,0,0,0,3.00
445077,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
731692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
669767,3.017,23245.639,3.243,8,83,1600,7,54,5,0.19
723466,6.127,118934.62,3.243,29,59,320,1,3,0,0.44
723464,19.451,7152.713,3.243,32,54,6207,6,182,8,0.26
639519,2.845,0.0,3.243,3,0,78,0,0,0,2.05
618991,3.565,7.133,3.242,2,5,158,2,4,2,1.00
795821,2.662,0.0,0.813,0,0,584,0,0,0,40.00
745784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
633927,5.193,89702.09,3.243,21,38,305,1,10,1,0.59
577677,3.539,60867.927,3.243,13,94,8202,4,266,7,0.21
545960,2.662,0.0,0.813,0,0,-1,-1,-1,-1,-1
676571,29.19,15352.23,3.243,55,32,655,2,35,3,0.22
669787,2.932,1698.506,3.243,3,54,2336,3,105,5,0.22
536617,5.22,1983.963,3.243,10,8,134161,6,1568,9,0.85
728707,2.804,3208.253,3.243,3,38,1019,10,16,9,0.30
668965,6.127,118934.62,3.243,29,59,320,1,3,0,0.44
609244,2.662,0.0,0.813,0,0,1528,2,31,4,0.56
678268,6.127,118934.62,3.243,29,59,320,1,3,0,0.44
97444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
609243,7.862,23221.476,3.243,25,59,7335,13,107,7,0.18
